image,output,flag,username,timestamp
"{""background"":{""path"":""flagged/image/a1af5cf4d31e9e3161a5/background.png"",""url"":""http://127.0.0.1:7860/file=/tmp/gradio/d0b0e0d125e4fdaed3846375fae0b0c75b354b6b/background.png"",""size"":9708,""orig_name"":""background.png"",""mime_type"":"""",""is_stream"":false},""layers"":[{""path"":""flagged/image/aa248e464f64dc39a524/layer_0.png"",""url"":""http://127.0.0.1:7860/file=/tmp/gradio/77a748b45e7d0d6044ffcf1522449cc7f982bfd0/layer_0.png"",""size"":14756,""orig_name"":""layer_0.png"",""mime_type"":"""",""is_stream"":false}],""composite"":{""path"":""flagged/image/e5eeaa3ea4f08ef97c7c/composite.png"",""url"":""http://127.0.0.1:7860/file=/tmp/gradio/77a748b45e7d0d6044ffcf1522449cc7f982bfd0/composite.png"",""size"":14756,""orig_name"":""composite.png"",""mime_type"":"""",""is_stream"":false}}","{""label"":null,""confidences"":null}",,,2024-03-01 13:29:15.026959
